host_id,latitude,longitude,price,minimo_noites,numero_de_reviews,reviews_por_mes,calculado_host_listings_count,disponibilidade_365,media_bairro,bairro_group__Bronx,bairro_group__Brooklyn,bairro_group__Manhattan,bairro_group__Queens,bairro_group__Staten Island,room_type__Entire home/apt,room_type__Private room,room_type__Shared room
237329,40.74859,-73.99671,123,1,375,3.52,1,328,249.73854447439356,0,0,1,0,0,0,1,0
27848,40.67252,-73.76597,55,2,52,0.49,2,365,95.77056277056278,0,0,0,1,0,0,1,0
240360,40.76244,-73.99271,195,5,10,1.01,1,0,204.79417773238,0,0,1,0,0,1,0,0
247432,40.69546,-73.93503,80,2,11,0.48,1,0,107.67824448034465,0,1,0,0,0,0,1,0
204539,40.71722,-73.87856,98,30,33,0.31,5,240,109.58064516129032,0,0,0,1,0,1,0,0
204539,40.70234,-73.89816,140,7,6,0.06,5,365,77.18439716312056,0,0,0,1,0,0,1,0
204539,40.71546,-73.87854,265,7,38,0.38,5,365,109.58064516129032,0,0,0,1,0,1,0,0
10889,40.7195,-73.95976,249,2,358,3.44,2,164,143.80280612244897,0,1,0,0,0,1,0,0
255583,40.76548,-73.98474,105,6,10,0.09,1,363,204.79417773238,0,0,1,0,0,0,0,1
253385,40.80234,-73.95603,200,30,0,0.0,1,365,118.97404063205416,0,0,1,0,0,0,1,0
210746,40.6787,-73.97262,100,2,226,2.12,3,250,173.37254901960785,0,1,0,0,0,0,1,0
256161,40.81035,-73.94598,121,1,104,1.0,5,247,118.97404063205416,0,0,1,0,0,1,0,0
190409,40.83075,-73.93058,45,1,138,1.45,3,323,71.11111111111111,1,0,0,0,0,0,1,0
258164,40.79958,-73.94275,100,5,204,1.92,1,192,133.1987466427932,0,0,1,0,0,0,1,0
260709,40.71625,-73.93845,140,2,253,3.04,1,125,143.80280612244897,0,1,0,0,0,1,0,0
262138,40.6829,-73.93549,71,2,23,0.22,1,91,107.67824448034465,0,1,0,0,0,0,1,0
88209,40.72773,-73.99134,130,2,115,1.17,1,75,295.7179487179488,0,0,1,0,0,0,1,0
263414,40.72861,-74.0049,199,5,129,1.22,1,286,267.6822916666667,0,0,1,0,0,1,0,0
168525,40.70979,-73.95162,69,4,82,1.13,2,60,143.80280612244897,0,1,0,0,0,0,1,0
264928,40.68656,-73.97525,68,3,37,0.35,1,0,151.37423312883436,0,1,0,0,0,0,1,0
267593,40.72752,-73.98432,130,1,204,2.04,1,192,186.0831084727469,0,0,1,0,0,1,0,0
268014,40.729,-73.95829,195,2,69,0.65,1,58,144.82242152466367,0,1,0,0,0,1,0,0
256161,40.81219,-73.94499,64,1,192,1.84,5,245,118.97404063205416,0,0,1,0,0,0,1,0
272006,40.77185,-73.90502,140,2,17,0.16,1,292,95.02912621359224,0,0,0,1,0,1,0,0
199392,40.68926,-73.99386,159,2,222,2.12,1,279,211.92929292929293,0,1,0,0,0,1,0,0
239208,40.72821,-73.98701,189,3,205,1.96,1,0,186.0831084727469,0,0,1,0,0,1,0,0
274557,40.7672,-73.98508,250,3,94,0.96,1,3,204.79417773238,0,0,1,0,0,1,0,0
275459,40.73012,-73.99053,239,3,7,0.07,1,351,186.0831084727469,0,0,1,0,0,1,0,0
275578,40.7403,-73.98498,305,2,108,1.09,1,201,341.925,0,0,1,0,0,1,0,0
276291,40.80931,-73.94343,155,3,222,2.1,2,232,118.97404063205416,0,0,1,0,0,1,0,0
277379,40.8251,-73.94287,60,1,458,4.58,2,258,118.97404063205416,0,0,1,0,0,0,1,0
277394,40.6585,-73.98397,135,2,21,0.26,1,272,138.9936305732484,0,1,0,0,0,0,1,0
279797,40.76193,-73.9501,120,7,17,0.3,1,341,113.25974025974024,0,0,1,0,0,0,1,0
282927,40.72052,-73.98589,150,3,41,0.39,1,244,186.31284302963772,0,0,1,0,0,1,0,0
204539,40.70411,-73.89934,140,14,1,0.01,5,365,77.18439716312056,0,0,0,1,0,1,0,0
274782,40.73401,-73.95967,135,2,69,0.67,1,12,144.82242152466367,0,1,0,0,0,1,0,0
186084,40.71756,-73.99503,250,4,18,0.18,2,265,161.49728260869566,0,0,1,0,0,1,0,0
288031,40.7589,-73.96991,250,30,82,0.78,1,0,282.7190938511327,0,0,1,0,0,1,0,0
289653,40.72003,-74.00262,500,4,94,0.99,1,329,287.1033519553073,0,0,1,0,0,1,0,0
99212,40.73194,-73.99474,225,5,10,0.1,1,91,263.40561224489795,0,0,1,0,0,1,0,0
292204,40.79163,-73.94573,125,28,183,1.83,2,365,133.1987466427932,0,0,1,0,0,1,0,0
256161,40.8118,-73.94434,92,1,189,1.82,5,253,118.97404063205416,0,0,1,0,0,0,1,0
249372,40.81583,-73.94707,175,2,1,0.11,1,365,118.97404063205416,0,0,1,0,0,0,1,0
292630,40.72654,-73.98049,99,2,127,1.22,1,320,186.0831084727469,0,0,1,0,0,1,0,0
293394,40.80021,-73.96071,195,4,4,0.04,1,0,210.91831557584985,0,0,1,0,0,1,0,0
126607,40.80942,-73.93936,140,3,135,1.3,3,192,133.1987466427932,0,0,1,0,0,1,0,0
295760,40.71961,-73.9954,135,2,21,0.2,1,0,222.06611570247932,0,0,1,0,0,1,0,0
291112,40.74358,-74.00027,500,2,35,0.34,1,348,249.73854447439356,0,0,1,0,0,1,0,0
297176,40.80335,-73.9575,80,14,10,2.21,2,0,118.97404063205416,0,0,1,0,0,0,1,0
297769,40.71445,-73.9908,120,4,171,1.8,2,353,161.49728260869566,0,0,1,0,0,0,1,0
23619,40.75749,-73.96897,110,200,92,0.9,1,140,282.7190938511327,0,0,1,0,0,1,0,0
281764,40.64446,-73.9503,65,3,238,2.3,1,2,104.222,0,1,0,0,0,1,0,0
303882,40.7268,-73.99079,130,50,56,0.58,1,56,186.0831084727469,0,0,1,0,0,1,0,0
197755,40.688,-73.9171,99,3,111,2.13,1,68,84.80040567951319,0,1,0,0,0,1,0,0
303939,40.63536,-74.08537,36,2,193,1.85,6,360,76.19047619047619,0,0,0,0,1,0,1,0
303939,40.63627,-74.08543,37,2,147,1.44,6,0,76.19047619047619,0,0,0,0,1,0,1,0
303939,40.63518,-74.08546,37,2,177,1.71,6,320,76.19047619047619,0,0,0,0,1,0,1,0
306545,40.72477,-73.98161,175,3,185,1.78,2,326,186.0831084727469,0,0,1,0,0,1,0,0
306605,40.74238,-73.99567,205,9,62,0.7,2,76,249.73854447439356,0,0,1,0,0,1,0,0
306739,40.72945,-73.95511,285,3,124,1.22,3,279,144.82242152466367,0,1,0,0,0,1,0,0
308875,40.70763,-73.95177,59,2,181,1.77,2,15,143.80280612244897,0,1,0,0,0,0,1,0
303939,40.63481,-74.08519,36,2,333,3.19,6,340,76.19047619047619,0,0,0,0,1,0,1,0
307962,40.75384,-73.91433,99,5,441,4.5,1,226,117.18777777777778,0,0,0,1,0,1,0,0
308652,40.64106,-73.97426,39,1,45,0.46,2,365,92.5632183908046,0,1,0,0,0,0,1,0
310458,40.66793,-73.98327,60,14,9,0.09,2,0,176.31225296442688,0,1,0,0,0,0,1,0
295128,40.81309,-73.85514,90,2,0,0.0,7,349,112.76190476190476,1,0,0,0,0,0,1,0
310670,40.88057,-73.83572,105,2,38,0.5,13,365,141.69230769230768,1,0,0,0,0,1,0,0
170510,40.68236,-73.94314,135,2,248,2.39,2,11,107.67824448034465,0,1,0,0,0,1,0,0
306545,40.72185,-73.98246,390,5,143,1.38,2,316,186.0831084727469,0,0,1,0,0,1,0,0
